mut_index	VAR_0	TOT_0	cluster	state_tree	true_cluster_DCF0	point_estimate_DCF0	cmm_CCF0	Explained	LHs
7.63892253.C.T	8	27	1	(1,1,0)->(1,1,1);(1,1,1)->(2,1,1)	0.9738;(0.9996,0.9999)	0.8776	0.8776	0;1;2;3;4	718.8819737108579;-1.4718343660002517;718.8819737108579;4.692585104642614;0.7386071450069771
7.63888572.C.A	9	52	4	(1,1,0)->(2,1,0);(2,1,0)->(2,1,1)	0.40723422982990287;(0.4067,0.4074)	0.512636538462	0.512636538462	0;1;2;3;4	802.9344142567456;1.157219842219991;802.9344142567456;1.0444355665457046;-1.778329041279882
9.28966379.C.T	8	35	4	(1,1,0)->(1,1,1);(1,1,0)->(2,1,0)	0.40723422982990287;(0.4067,0.4074)	0.597005714286	0.597005714286	0;1;2;3;4	716.269676745703;-0.06793083401802136;716.269676745703;1.930603496799229;-1.113441381333768
9.28966298.T.G	15	15	1	(1,1,0)->(1,1,1);(1,1,1)->(2,1,2)	0.9738;(0.9996,0.9999)	1.0	0.870633333333	0;1;2;3;4	1378.7784670741876;4.713190912190916;1378.7784670741876;35.19557208483012;25.10408150254865
9.28628609.G.C	7	62	3	(1,1,0)->(1,1,1);(1,1,0)->(2,1,0)	0.2078096433256718;(0.2019,0.2136)	0.294891935484	0.294891935484	0;1;2;3;4	620.5671164485444;8.409430309491679;620.5671164485444;-1.87838673174425;-1.824986455959241
9.28455158.A.G	62	62	1	(1,1,0)->(1,1,1);(1,1,1)->(2,1,2)	0.9738;(0.9996,0.9999)	1.0	0.870633333333	0;1;2;3;4	5706.267895898842;26.798087762588683;5706.267895898842;152.79192994283073;111.0804355360673
9.28455136.C.A	13	64	4	(1,1,0)->(1,1,1);(1,1,0)->(2,1,0)	0.40723422982990287;(0.4067,0.4074)	0.5305421875	0.5305421875	0;1;2;3;4	1162.9634180419878;2.2389095819632985;1162.9634180419878;2.7531315703383044;-1.5764471175177377
9.28389115.A.G	7	12	1	(1,1,0)->(1,1,1);(1,1,1)->(2,1,2)	0.9738;(0.9996,0.9999)	0.911708333333	0.761804166667	0;1;2;3;4	635.4843152890569;-1.0750705882931193;635.4843152890569;8.893495913545587;4.617112055224814
9.28933147.T.C	44	44	1	(1,1,0)->(1,1,1);(1,1,1)->(2,1,2)	0.9738;(0.9996,0.9999)	1.0	0.870633333333	0;1;2;3;4	4048.7431011797503;18.151624437893062;4048.7431011797503;107.56660921096805;77.9649035029424
9.28894202.A.G	14	73	4	(1,1,0)->(1,1,1);(1,1,0)->(2,1,0)	0.40723422982990287;(0.4067,0.4074)	0.500912328767	0.500912328767	0;1;2;3;4	1251.599788024667;3.4908302436654637;1251.599788024667;2.480559144962598;-1.8290201202552865
9.28632148.G.A	7	92	3	(1,1,0)->(1,1,1);(1,1,0)->(2,1,0)	0.2078096433256718;(0.2019,0.2136)	0.198731521739	0.198731521739	0;1;2;3;4	617.2977015532304;19.136242180587175;617.2977015532304;-2.6606119099246293;-0.009341153676150071
9.28628630.G.C	9	68	4	(1,1,0)->(1,1,1);(1,1,0)->(2,1,0)	0.40723422982990287;(0.4067,0.4074)	0.345692647059	0.345692647059	0;1;2;3;4	800.0757414956598;7.550666008089365;800.0757414956598;-1.1825223875919555;-2.1282714587160143
7.147045376.C.A	8	67	4	(1,1,0)->(2,1,0);(2,1,0)->(2,1,1)	0.40723422982990287;(0.4067,0.4074)	0.353659701493	0.353659701493	0;1;2;3;4	710.009219703159;5.601473447229846;710.009219703159;-1.2704190916486908;-2.2177647335696378
7.147137967.G.T	10	72	4	(1,1,0)->(2,1,0);(2,1,0)->(2,1,1)	0.40723422982990287;(0.4067,0.4074)	0.411375	0.411375	0;1;2;3;4	889.7357824406012;4.541943960791734;889.7357824406012;-0.21850506000952663;-2.2858853557394028
7.146874898.T.C	8	64	4	(1,1,0)->(2,1,0);(2,1,0)->(2,1,1)	0.40723422982990287;(0.4067,0.4074)	0.3702375	0.3702375	0;1;2;3;4	710.4420430474659;4.838342154966991;710.4420430474659;-1.0558269831974414;-2.2286700489469915
7.146922781.G.A	70	70	1	(1,1,0)->(1,1,1);(1,1,1)->(2,1,2)	0.9738;(0.9996,0.9999)	1.0	0.9873	0;1;2;3;4	6442.975580506287;25.512655652339635;6442.975580506287;181.72478254824105;134.63115983092754
7.147005741.G.C	4	43	3	(1,1,0)->(2,1,0);(2,1,0)->(2,1,1)	0.2078096433256718;(0.2019,0.2136)	0.275525581395	0.275525581395	0;1;2;3;4	352.9061578206818;4.489474375187848;352.9061578206818;-2.042595996512757;-1.8021936420159914
7.147005786.C.G	35	35	1	(1,1,0)->(1,1,1);(1,1,1)->(2,1,2)	0.9738;(0.9996,0.9999)	1.0	0.9873	0;1;2;3;4	3220.035611253208;11.304148826234366;3220.035611253208;89.41021227418507;65.86340091552832
7.146251637.C.A	5	44	4	(1,1,0)->(2,1,0);(2,1,0)->(2,1,1)	0.40723422982990287;(0.4067,0.4074)	0.336579545455	0.336579545455	0;1;2;3;4	442.81233696310744;3.40463008738854;442.81233696310744;-1.582856824916373;-2.0152205092383717
7.146542878.C.A	10	45	4	(1,1,0)->(2,1,0);(2,1,0)->(2,1,1)	0.40723422982990287;(0.4067,0.4074)	0.6582	0.6582	0;1;2;3;4	895.3220503387646;-0.635379870171775;895.3220503387646;3.40368171545391;-0.6931753947333803
7.146751637.T.C	5	74	3	(1,1,0)->(2,1,0);(2,1,0)->(2,1,1)	0.2078096433256718;(0.2019,0.2136)	0.200128378378	0.200128378378	0;1;2;3;4	439.6046564555956;12.156495945573376;439.6046564555956;-2.6082249738725913;-0.7856144199085726
7.146874851.A.T	45	46	1	(1,1,0)->(1,1,1);(1,1,1)->(2,1,2)	0.9738;(0.9996,0.9999)	1.0	0.965836956522	0;1;2;3;4	4136.9743783910835;12.52246642260911;4136.9743783910835;111.95732344905326;81.75801751015173
1.16387030.C.T	6	18	1	(1,1,0)->(1,1,1);(1,1,1)->(2,1,1)	0.9738;(0.9996,0.9999)	0.811833333333	0.811833333333	0;1;2;3;4	539.8470038390434;-1.1465868343233225;539.8470038390434;3.0645316139682457;0.153345861827745
1.16387006.C.G	4	20	4	(1,1,0)->(1,1,1);(1,1,0)->(2,1,0)	0.40723422982990287;(0.4067,0.4074)	0.4871	0.4871	0;1;2;3;4	356.883389916999;0.30541159356530123;356.883389916999;-0.25809764629537923;-1.4486144938743202
1.16363243.A.G	9	16	1	(1,1,0)->(1,1,1);(1,1,1)->(2,1,2)	0.9738;(0.9996,0.9999)	0.93446875	1.36996875	0;1;2;3;4	816.7525488688664;-1.2045281823766878;816.7525488688664;10.597786391131137;5.199381488879311
1.16361919.G.A	3	38	3	(1,1,0)->(1,1,1);(1,1,0)->(2,1,0)	0.2078096433256718;(0.2019,0.2136)	0.192276315789	0.192276315789	0;1;2;3;4	263.6063859715572;7.915596673062938;263.6063859715572;-2.1984346806575275;-0.9342855615285632
1.16363464.T.C	5	91	3	(1,1,0)->(1,1,1);(1,1,0)->(2,1,0)	0.2078096433256718;(0.2019,0.2136)	0.133818681319	0.133818681319	0;1;2;3;4	438.34017128483015;26.31412591572706;438.34017128483015;-2.2003633285530064;2.501248256219803
1.16363461.A.G	5	93	3	(1,1,0)->(1,1,1);(1,1,0)->(2,1,0)	0.2078096433256718;(0.2019,0.2136)	0.130940860215	0.130940860215	0;1;2;3;4	438.20752194253964;27.2025804381393;438.20752194253964;-2.1546391908212073;2.734540807413616
1.16364090.G.C	36	75	1	(1,1,0)->(1,1,1);(1,1,1)->(2,1,1)	0.9738;(0.9996,0.9999)	1.0	1.16904	0;1;2;3;4	3261.8528531642028;-0.956904643592317;3261.8528531642028;38.214857393384186;17.652864058417954
1.16363940.G.C	26	57	1	(1,1,0)->(1,1,1);(1,1,1)->(2,1,1)	0.9738;(0.9996,0.9999)	1.0	1.11092982456	0;1;2;3;4	2353.586130610581;-1.4410195533866812;2353.586130610581;25.655829428354636;11.07122282772798
1.16386928.G.T	9	10	1	(1,1,0)->(1,1,1);(1,1,1)->(2,1,2)	0.9738;(0.9996,0.9999)	1.0	1.095975	0;1;2;3;4	824.230153112064;1.0873395723885046;824.230153112064;17.540270194261918;11.579160051624047
1.16364255.T.C	28	56	1	(1,1,0)->(1,1,1);(1,1,1)->(2,1,2)	0.9738;(0.9996,0.9999)	0.78225	1.21775	0;1;2;3;4	2538.2789420206973;-1.0986080025740677;2538.2789420206973;30.796842916700783;14.585351618243585
3.195052329.A.C	18	45	1	(1,1,0)->(1,1,1);(1,1,1)->(2,1,1)	0.9738;(0.9996,0.9999)	0.98112	0.98112	0;1;2;3;4	1625.8616757551358;-1.7132298159535964;1625.8616757551358;14.821226319484115;5.223161605651047
3.195051895.A.G	34	59	1	(1,1,0)->(1,1,1);(1,1,1)->(2,1,2)	0.9738;(0.9996,0.9999)	0.960677966102	1.4134779661	0;1;2;3;4	3089.471985813409;-1.8337193169484536;3089.471985813409;44.09382723496506;23.54545227152029
3.194396591.A.C	5	69	3	(1,1,0)->(1,1,1);(1,1,0)->(2,1,0)	0.2078096433256718;(0.2019,0.2136)	0.177739130435	0.177739130435	0;1;2;3;4	440.03366625845547;16.510844387523033;440.03366625845547;-2.475681002751248;0.11420491552162915
3.194017411.T.C	14	20	1	(1,1,0)->(1,1,1);(1,1,1)->(2,1,2)	0.9738;(0.9996,0.9999)	1.0	0.85848	0;1;2;3;4	1275.8379855729377;-0.7943537502394467;1275.8379855729377;21.47858984948741;12.618026191559078
3.193674979.C.T	18	42	1	(1,1,0)->(1,1,1);(1,1,1)->(2,1,1)	0.9738;(0.9996,0.9999)	1.0	1.0512	0;1;2;3;4	1627.5083600464195;-1.5841376608901783;1627.5083600464195;16.202323600512507;6.325178443912243
3.193674761.C.T	15	37	1	(1,1,0)->(1,1,1);(1,1,1)->(2,1,1)	0.9738;(0.9996,0.9999)	0.994378378378	0.994378378378	0;1;2;3;4	1354.9533099175896;-1.612043414354961;1354.9533099175896;12.375337552837298;4.3304368841818714
3.193499512.A.G	19	19	1	(1,1,0)->(1,1,1);(1,1,1)->(2,1,2)	0.9738;(0.9996,0.9999)	1.0	0.8176	0;1;2;3;4	1746.9689384019207;7.301056253644633;1746.9689384019207;43.903165177974195;31.120610440417664
3.193196593.C.G	7	11	1	(1,1,0)->(1,1,1);(1,1,1)->(2,1,2)	0.9738;(0.9996,0.9999)	1.0	0.780436363636	0;1;2;3;4	636.4398267340844;-1.0049753578945015;636.4398267340844;9.348657875777667;5.0114028610692305
3.195052494.C.G	49	49	1	(1,1,0)->(1,1,1);(1,1,1)->(2,1,2)	0.9738;(0.9996,0.9999)	1.0	0.8176	0;1;2;3;4	4509.154759262902;22.642852669978833;4509.154759262902;117.03776515903928;84.0722292569198
3.195052365.T.G	16	38	1	(1,1,0)->(1,1,1);(1,1,1)->(2,1,1)	0.9738;(0.9996,0.9999)	1.0	1.03275789474	0;1;2;3;4	1446.1657407134617;-1.579236773875877;1446.1657407134617;13.95272765271207;5.235060945237883
3.131713429.C.T	51	51	1	(1,1,0)->(1,1,1);(1,1,1)->(2,1,2)	0.9738;(0.9996,0.9999)	1.0	0.8176	0;1;2;3;4	4693.322345989272;23.687504433372776;4693.322345989272;121.93527049341529;87.62420251365828
3.131713566.G.T	26	46	1	(1,1,0)->(1,1,1);(1,1,1)->(2,1,2)	0.9738;(0.9996,0.9999)	0.933565217391	1.38636521739	0;1;2;3;4	2361.483092298237;-1.6877108282632705;2361.483092298237;32.74261427067832;17.111233546505012
9.21195276.T.C	6	104	3	(1,1,0)->(1,1,1);(1,1,0)->(2,1,0)	0.2078096433256718;(0.2019,0.2136)	0.150686538462	0.150686538462	0;1;2;3;4	526.8262099268043;25.846558611624772;526.8262099268043;-2.4821283263022735;1.9676523436324729
2.120448205.G.A	7	11	1	(1,1,0)->(1,1,1);(1,1,1)->(2,1,2)	0.9738;(0.9996,0.9999)	1.0	0.768059090909	0;1;2;3;4	636.4398267340844;-0.9873031803527681;636.4398267340844;9.242723404917141;0.9272742393147446
3.131713172.C.T	19	19	1	(1,1,0)->(1,1,1);(1,1,1)->(2,1,2)	0.9738;(0.9996,0.9999)	1.0	0.8176	0;1;2;3;4	1746.9689384019207;7.301056253644633;1746.9689384019207;43.903165177974195;31.120610440417664
2.120448083.A.T	3	40	3	(1,1,0)->(1,1,1);(1,1,0)->(2,1,0)	0.2078096433256718;(0.2019,0.2136)	0.1810425	0.1810425	0;1;2;3;4	263.39837130183923;8.923191462133492;263.39837130183923;-2.2239031432079166;-0.7365491022083308
3.131708185.G.T	39	62	1	(1,1,0)->(1,1,1);(1,1,1)->(2,1,2)	0.9738;(0.9996,0.9999)	1.0	0.77144516129	0;1;2;3;4	3549.261864499838;-1.5939131771800632;3549.261864499838;55.53144443457112;31.433185648521068
3.197117127.T.C	136	217	1	(1,1,0)->(1,1,1);(1,1,1)->(2,1,2)	0.9738;(0.9996,0.9999)	1.0	0.768619354839	0;1;2;3;4	12380.195930492795;-1.5828738512179825;12380.195930492795;197.00124511407;113.04023578943207
9.21980944.C.T	17	17	1	(1,1,0)->(1,1,1);(1,1,1)->(2,1,2)	0.9738;(0.9996,0.9999)	1.0	0.870633333333	0;1;2;3;4	1562.867491478055;5.593511827791959;1562.867491478055;40.140210490116395;28.703187830197386
2.120149276.C.T	4	8	1	(1,1,0)->(1,1,1);(1,1,1)->(2,1,2)	0.9738;(0.9996,0.9999)	0.79305	1.20695	0;1;2;3;4	361.9678950596617;-0.8098116846951005;361.9678950596617;3.7238734155026414;-0.46938342830383917
3.131286397.A.G	6	57	3	(1,1,0)->(1,1,1);(1,1,0)->(2,1,0)	0.2078096433256718;(0.2019,0.2136)	0.258189473684	0.258189473684	0;1;2;3;4	531.1529746975347;9.874296080921624;531.1529746975347;-2.142290304108748;-1.4345190099791267
2.121865353.T.A	7	10	1	(1,1,0)->(1,1,1);(1,1,1)->(2,1,2)	0.9738;(0.9996,0.9999)	1.0	0.844865	0;1;2;3;4	637.5384390227524;-0.7440719289555178;637.5384390227524;10.25131387628901;1.6101148143729302
3.131708053.T.C	33	59	1	(1,1,0)->(1,1,1);(1,1,1)->(2,1,2)	0.9738;(0.9996,0.9999)	0.919105084746	1.37190508475	0;1;2;3;4	2997.1003181070523;-1.7725519722070615;2997.1003181070523;41.445729228024156;21.663147117653885
2.121628387.G.C	6	66	3	(1,1,0)->(1,1,1);(1,1,0)->(2,1,0)	0.2078096433256718;(0.2019,0.2136)	0.219445454545	0.219445454545	0;1;2;3;4	530.0909128402984;13.909117184431462;530.0909128402984;-2.4139414919432767;-0.7656963884409258
11.31523406.C.T	20	49	1	(1,1,0)->(1,1,1);(1,1,1)->(2,1,1)	0.9738;(0.9996,0.9999)	1.0	1.03591836735	0;1;2;3;4	1807.1829628713851;-1.6905435482390487;1807.1829628713851;17.64243755491504;6.781704170621666
2.121446305.A.C	9	12	1	(1,1,0)->(1,1,1);(1,1,1)->(2,1,2)	0.9738;(0.9996,0.9999)	1.0	0.9052125	0;1;2;3;4	820.9720565740425;-0.4100698243854799;820.9720565740425;14.382876970907162;2.9935496944604685
7.49764835.A.C	7	63	4	(1,1,0)->(2,1,0);(2,1,0)->(2,1,1)	0.40723422982990287;(0.4067,0.4074)	0.3291	0.3291	0;1;2;3;4	620.4335850559198;5.820907593645881;620.4335850559198;-1.617845003914244;-2.1179220308450297
2.121446283.A.G	9	9	1	(1,1,0)->(1,1,1);(1,1,1)->(2,1,2)	0.9738;(0.9996,0.9999)	1.0	1.20695	0;1;2;3;4	826.6280483848624;2.679778874621793;826.6280483848624;19.768803329838295;7.402226364450549
11.31350799.G.A	4	59	3	(1,1,0)->(1,1,1);(1,1,0)->(2,1,0)	0.2078096433256718;(0.2019,0.2136)	0.17206779661	0.17206779661	0;1;2;3;4	351.2909407341513;13.329130869082146;351.2909407341513;-2.4141851092587547;-0.18448007265430633
11.31523130.A.G	21	43	1	(1,1,0)->(1,1,1);(1,1,1)->(2,1,1)	0.9738;(0.9996,0.9999)	1.0	1.23948837209	0;1;2;3;4	1902.7055272159535;-0.7014702256542975;1902.7055272159535;22.966122495285774;10.806343356843513
11.32830931.A.C	6	79	3	(1,1,0)->(1,1,1);(1,1,0)->(2,1,0)	0.2078096433256718;(0.2019,0.2136)	0.192759493671	0.192759493671	0;1;2;3;4	528.79539824787;17.254665798251512;528.79539824787;-2.5738413828730238;-0.0792348702000858
11.80569023.T.A	37	37	1	(1,1,0)->(1,1,1);(1,1,1)->(2,1,2)	0.9738;(0.9996,0.9999)	1.0	0.846	0;1;2;3;4	3404.1883514714614;15.531202730675108;3404.1883514714614;88.95525290536634;64.06290946907204
11.31862725.C.A	54	54	1	(1,1,0)->(1,1,1);(1,1,1)->(2,1,2)	0.9738;(0.9996,0.9999)	1.0	0.846	0;1;2;3;4	4969.576467681906;23.968737087245383;4969.576467681906;131.12816166652445;94.79879557031117
11.32652597.T.C	58	91	1	(1,1,0)->(1,1,1);(1,1,1)->(2,1,2)	0.9738;(0.9996,0.9999)	1.0	0.808813186813	0;1;2;3;4	5280.322886477536;-1.7442050722135818;5280.322886477536;86.29007366676362;50.22210493040297
7.152241019.C.A	7	43	4	(1,1,0)->(2,1,0);(2,1,0)->(2,1,1)	0.40723422982990287;(0.4067,0.4074)	0.482169767442	0.482169767442	0;1;2;3;4	623.6514107921846;1.0657024194461293;623.6514107921846;0.14510582664670935;-1.8582873591414213
11.80160793.T.A	6	44	4	(1,1,0)->(1,1,1);(1,1,0)->(2,1,0)	0.40723422982990287;(0.4067,0.4074)	0.346090909091	0.346090909091	0;1;2;3;4	533.0439385059676;4.563141022610331;533.0439385059676;-1.3152253665627782;-1.9520174305404367
11.33544346.G.A	5	46	3	(1,1,0)->(1,1,1);(1,1,0)->(2,1,0)	0.2078096433256718;(0.2019,0.2136)	0.275869565217	0.275869565217	0;1;2;3;4	442.53599948572656;6.652685591925742;442.53599948572656;-1.9659906102388973;-1.6616110431134494
11.33544383.T.C	38	38	1	(1,1,0)->(1,1,1);(1,1,1)->(2,1,2)	0.9738;(0.9996,0.9999)	1.0	0.846	0;1;2;3;4	3496.26577970482;16.023302619688103;3496.26577970482;91.43178658288448;65.86667710777142
11.55482281.G.T	7	67	3	(1,1,0)->(1,1,1);(1,1,0)->(2,1,0)	0.2078096433256718;(0.2019,0.2136)	0.265164179104	0.265164179104	0;1;2;3;4	619.9207190039396;10.942484383696119;619.9207190039396;-2.159958472450768;-1.5012088984953849
11.55485029.C.T	13	58	4	(1,1,0)->(1,1,1);(1,1,0)->(2,1,0)	0.40723422982990287;(0.4067,0.4074)	0.568862068966	0.568862068966	0;1;2;3;4	1164.486516987705;1.3753864044426578;1164.486516987705;3.5190760726491135;-1.2007985477297822
7.51630143.A.T	8	45	4	(1,1,0)->(2,1,0);(2,1,0)->(2,1,1)	0.40723422982990287;(0.4067,0.4074)	0.52656	0.52656	0;1;2;3;4	713.809870080011;0.6317898225709122;713.809870080011;0.9298688889291462;-1.6711245277348787
11.79713431.T.C	10	25	1	(1,1,0)->(1,1,1);(1,1,1)->(2,1,1)	0.9738;(0.9996,0.9999)	1.0	1.0152	0;1;2;3;4	902.7760193935327;-1.4187328872259428;902.7760193935327;8.048469938751797;2.662837511985831
11.55776248.C.A	14	60	4	(1,1,0)->(1,1,1);(1,1,0)->(2,1,0)	0.40723422982990287;(0.4067,0.4074)	0.5922	0.5922	0;1;2;3;4	1254.8524010071758;1.0797942667841554;1254.8524010071758;4.36949194318769;-0.9336801852485266
11.55776319.T.C	36	36	1	(1,1,0)->(1,1,1);(1,1,1)->(2,1,2)	0.9738;(0.9996,0.9999)	1.0	0.846	0;1;2;3;4	3312.1116159987814;15.039795602341012;3312.1116159987814;86.47941198852706;62.25983459105153
2.79364397.G.A	19	49	1	(1,1,0)->(1,1,1);(1,1,1)->(2,1,1)	0.9738;(0.9996,0.9999)	0.936002040816	0.936002040816	0;1;2;3;4	1715.4850242597313;-1.735644571909397;1715.4850242597313;14.81616144023431;-1.518559708395948
2.79364395.G.A	5	48	3	(1,1,0)->(1,1,1);(1,1,0)->(2,1,0)	0.2078096433256718;(0.2019,0.2136)	0.251447916667	0.251447916667	0;1;2;3;4	442.271847910685;8.50463354256808;442.271847910685;-2.112350087256832;-1.4020439902532829
2.79364374.C.G	15	41	4	(1,1,0)->(1,1,1);(1,1,1)->(2,1,2)	0.40723422982990287;(0.4067,0.4074)	0.469234146341	0.883134146341	0;1;2;3;4	1352.9401475415252;-1.564203103890243;1352.9401475415252;10.515306366187282;-1.6261579386364922
2.79309283.C.A	3	51	3	(1,1,0)->(1,1,1);(1,1,0)->(2,1,0)	0.2078096433256718;(0.2019,0.2136)	0.141994117647	0.141994117647	0;1;2;3;4	262.415057973669;13.621720686892507;262.415057973669;-2.2169764811195325;0.3125984715561234
2.79661228.T.G	7	43	4	(1,1,0)->(1,1,1);(1,1,0)->(2,1,0)	0.40723422982990287;(0.4067,0.4074)	0.392960465116	0.392960465116	0;1;2;3;4	623.6514107921846;3.8772570603765395;623.6514107921846;-0.6649943835029504;-1.9634518533853402
2.79427066.C.G	4	60	3	(1,1,0)->(1,1,1);(1,1,0)->(2,1,0)	0.2078096433256718;(0.2019,0.2136)	0.160926666667	0.160926666667	0;1;2;3;4	351.20541856071316;15.348719715608045;351.20541856071316;-2.357468584041488;0.2573191746707302
2.79400111.C.T	26	65	1	(1,1,0)->(1,1,1);(1,1,1)->(2,1,1)	0.9738;(0.9996,0.9999)	0.96556	0.96556	0;1;2;3;4	2349.04971724089;-1.891446134294462;2349.04971724089;21.633860178706747;-1.387560653957479
2.79399970.G.C	24	56	1	(1,1,0)->(1,1,1);(1,1,1)->(2,1,1)	0.9738;(0.9996,0.9999)	1.0	1.03452857143	0;1;2;3;4	2170.4285297215138;-1.7371302664346189;2170.4285297215138;21.684574394929243;-0.8689674974001704
2.80434523.T.C	7	59	3	(1,1,0)->(1,1,1);(1,1,0)->(2,1,0)	0.2078096433256718;(0.2019,0.2136)	0.286394915254	0.286394915254	0;1;2;3;4	620.9816502788054;9.471994805803632;620.9816502788054;-1.8944058201422358;-1.6769056003139724
2.79683443.G.T	4	56	3	(1,1,0)->(1,1,1);(1,1,0)->(2,1,0)	0.2078096433256718;(0.2019,0.2136)	0.172421428571	0.172421428571	0;1;2;3;4	351.5566566054767;13.633833195670032;351.5566566054767;-2.3663178084629095;-0.1305194721783529
7.85513870.G.C	32	63	1	(1,1,0)->(1,1,1);(1,1,1)->(2,1,2)	0.9738;(0.9996,0.9999)	0.542557142857	0.752228571429	0;1;2;3;4	2901.7909025591675;0.9525826211847104;2901.7909025591675;41.759879596473326;22.56150640050174
7.85513759.A.T	21	31	1	(1,1,0)->(1,1,1);(1,1,1)->(2,1,2)	0.9738;(0.9996,0.9999)	1.0	1.00322419355	0;1;2;3;4	1913.0980701304356;-1.5411243779718369;1913.0980701304356;35.45026819587397;22.073839460108587
11.55050338.A.G	4	67	3	(1,1,0)->(1,1,1);(1,1,0)->(2,1,0)	0.2078096433256718;(0.2019,0.2136)	0.15152238806	0.15152238806	0;1;2;3;4	350.64454328954645;16.554748289331854;350.64454328954645;-2.377171298597945;0.5682819840980642
11.55050307.G.A	4	67	3	(1,1,0)->(1,1,1);(1,1,0)->(2,1,0)	0.2078096433256718;(0.2019,0.2136)	0.15152238806	0.15152238806	0;1;2;3;4	350.64454328954645;16.554748289331854;350.64454328954645;-2.377171298597945;0.5682819840980642
7.85513731.G.T	27	43	1	(1,1,0)->(1,1,1);(1,1,1)->(2,1,2)	0.9738;(0.9996,0.9999)	0.897897674419	0.929898837209	0;1;2;3;4	2456.7040280172996;-1.64360742420914;2456.7040280172996;42.81404872947344;25.852018608452678
7.85513726.A.G	28	44	1	(1,1,0)->(1,1,1);(1,1,1)->(2,1,2)	0.9738;(0.9996,0.9999)	0.922945454545	0.942422727273	0;1;2;3;4	2548.3329737574663;-1.6927034676702384;2548.3329737574663;44.99655449881094;27.36175833897141
7.85513749.A.T	23	34	1	(1,1,0)->(1,1,1);(1,1,1)->(2,1,2)	0.9738;(0.9996,0.9999)	1.0	1.00181911765	0;1;2;3;4	2095.351093364473;-1.584216416412378;2095.351093364473;38.88315523353815;24.2363602280781
7.85513745.A.G	26	40	1	(1,1,0)->(1,1,1);(1,1,1)->(2,1,2)	0.9738;(0.9996,0.9999)	0.963335	0.9626175	0;1;2;3;4	2367.1072078760867;-1.6823223713495778;2367.1072078760867;42.51818106851934;26.078585370431604
7.85513753.A.T	21	31	1	(1,1,0)->(1,1,1);(1,1,1)->(2,1,2)	0.9738;(0.9996,0.9999)	1.0	1.00322419355	0;1;2;3;4	1913.0980701304356;-1.5411243779718369;1913.0980701304356;35.45026819587397;22.073839460108587
7.85513751.A.T	23	33	1	(1,1,0)->(1,1,1);(1,1,1)->(2,1,2)	0.9738;(0.9996,0.9999)	1.0	1.03217727273	0;1;2;3;4	2096.508546153164;-1.4867319224989863;2096.508546153164;39.967864276944;25.24590346354109
